kategorie,zarizeni,nazev_poskytovatele,adresa_poskytovatele,ico,nazev_zarizeni_poskytovatele,vedouci_zarizeni,adresa_zarizeni_poskytovatele,datum_sluzba_od,forma_poskytovani_soc_sluz,cilova_skupina_klientu,vekova_kategorie,pocet_luzek,provozni_doba,kontakty
odlehčovací služby,Odlehčovací služby (2446668),"Sociální služby Semily, příspěvková organizace","Bavlnářská 523, Podmoklice, 513 01 Semily",854930,Odlehčovací služba,"Ing. Eva Matura Štěpničková, DiS.","Bavlnářská 523, Podmoklice, 513 01 Semily",1.1.2007,pobytové,"osoby s chronickým onemocněním
osoby s tělesným postižením
osoby se sluchovým postižením
osoby se zdravotním postižením
osoby se zrakovým postižením
senioři",Službu poskytujeme osobám od 50 let věku.,počet klientů - 3,poskytuje nepřetržitě,"['481 621 811', 'reditelsssemily@ddsemily.cz', 'www.ddsemily.cz']"
odlehčovací služby,Odlehčovací služby (4710877),Sociální služby SOVY o.p.s.,"Vyšehradská 260, Nádražní Předměstí, 381 01 Český Krumlov 1",25154389,Domy s pečovatelskou službou o.p.s.,Bc. Ivana Ambrusová,"Za Soudem 490, Plešivec, 381 01 Český Krumlov 1",1.3.2005,pobytové,"osoby s tělesným postižením
osoby s tělesným postižením jsou cílovou skupinou pouze pro ambulantní formu této služby
senioři
senioři jsou cílovou skupinou u pobytové i ambulantní formy této sociální služby","mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)",počet lůžek - 25,poskytuje nepřetržitě,['neuvedeny']
odlehčovací služby,Odlehčovací služby (5981133),"Spirála pomoci, o.p.s.","Antonína Kaliny 1351, Kolín V, 280 02 Kolín 2",22689443,Spirála pomoci,Mgr. Jana Kuncířová,"Antonína Kaliny 1351, Kolín V, 280 02 Kolín 2",19.11.2012,terénní,"děti a mládež ve věku od 6 do 26 let ohrožené společensky nežádoucími jevy
osoby s kombinovaným postižením
osoby s mentálním postižením
osoby s tělesným postižením
osoby se zdravotním postižením
osoby se zrakovým postižením
senioři",bez omezení věku,počet klientů - 3,poskytuje nepřetržitě,"['773 600 495', '321 571 320', 'spipom@seznam.cz', 'www.spirala-pomoci.cz']"
odlehčovací služby,Odlehčovací služby (5968921),"Spokojený domov, o.p.s.","Na Návsi 44, Veselá, 295 01 Mnichovo Hradiště",29043913,"Spokojený domov, o.p.s.",Petra Skalická,"Zborovská 519, Turnov, 511 01 Turnov 1",1.1.2016,terénní,"osoby se zdravotním postižením
senioři","mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)","počet klientů - 1
Okamžitá kapacita",poskytuje nepřetržitě,"['773 565 341', 'petra.skalicka@spokojeny-domov.cz', 'www.spokojeny-domov.cz']"
odlehčovací služby,Odlehčovací služby (5168732),"Spokojený domov, o.p.s.","Na Návsi 44, Veselá, 295 01 Mnichovo Hradiště",29043913,"Spokojený domov, o.p.s.",Helena Patřičná,"Palackého 1327, Mladá Boleslav II, 293 01 Mladá Boleslav 1",1.1.2012,terénní,"osoby se zdravotním postižením
senioři","mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)","počet klientů - 1
Okamžitá kapacita",poskytuje nepřetržitě,"['774 341 170', 'helena.patricna@spokojeny-domov.cz', 'www.spokojeny-domov.cz']"
odlehčovací služby,Odlehčovací služby (5817647),"Společně proti času, o.p.s.","Prokopova 1827/5, Chomutov, 430 01 Chomutov 1",22800522,Společně proti času o. p. s.,Zdislava Binterová,"Kochova 1185, Chomutov, 430 01 Chomutov 1",1.1.2015,terénní,"osoby se zdravotním postižením
senioři",Služba je poskytována na území města Chomutova a v přilehlých obcích.,"počet klientů - 1
okamžitá kapacita při práci s jednotlivcem","pondělí:
8:00 - 16:00 - v jiných časech dle potřeb klientů
úterý:
8:00 - 16:00 - v jiných časech dle potřeb klientů
středa:
8:00 - 16:00 - v jiných časech dle potřeb klientů
čtvrtek:
8:00 - 16:00 - v jiných časech dle potřeb klientů
pátek:
8:00 - 16:00 - v jiných časech dle potřeb klientů
sobota:
0:01 - 23:59 - dle potřeby a předchozí domluvy
neděle:
0:01 - 23:59 - dle potřeby a předchozí domluvy","['734827199', 'spolecneproticasu@seznam.cz', 'www.spolecneproticasu.cz']"
odlehčovací služby,Odlehčovací služby (2661096),"Společnost pro podporu lidí s mentálním postižením Ostrava, z.s.","Ludvíka Podéště 1874/4, Poruba, 708 00 Ostrava 8",2474964,"Společnost pro podporu lidí s mentálním postižením Ostrava, z.s.",Oto Masnica,"Ludvíka Podéště 1874/4, Poruba, 708 00 Ostrava 8",1.1.2015,pobytové,"osoby s kombinovaným postižením
osoby s mentálním postižením","dorost (16 – 18 let)
mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)
mladší senioři (65 – 80 let)",počet lůžek - 5,poskytuje nepřetržitě,['neuvedeny']
odlehčovací služby,Odlehčovací služby (1622964),Stacionář Cesta Náchod z.ú.,"Vítkova 3, Běloves, 547 01 Náchod 1",48653292,Stacionář Cesta Náchod z.ú. - odlehčovací služba,Ivona Brátová,"Bartoňova 897, Náchod, 547 01 Náchod 1",1.1.2006,pobytové,"osoby s kombinovaným postižením
osoby s mentálním postižením
osoby s tělesným postižením
osoby se zdravotním postižením",- osoby ve věku 5 - 56 let,počet lůžek - 5,poskytuje nepřetržitě,['neuvedeny']
odlehčovací služby,Odlehčovací služby (3459869),Statutární město Brno,"Dominikánské náměstí 196/1, Brno-město, 602 00 Brno 2",44992785,"Statutární město Brno-ÚMČ Žabovřesky, odbor pečovatelské služby",Mgr. Kateřina Grácová,"Horova 200/77, Žabovřesky, 616 00 Brno 16",1.1.2007,pobytové,"osoby s chronickým duševním onemocněním
osoby s chronickým onemocněním
osoby s kombinovaným postižením
osoby s tělesným postižením
osoby se sluchovým postižením
osoby se zdravotním postižením
osoby se zrakovým postižením
senioři
U všech uvedených okruhů osob je nutná částečná sebeobsluha a částečná pohyblivost.","mladší senioři (65 – 80 let)
starší senioři (nad 80 let)",počet klientů - 15,poskytuje nepřetržitě,"['541 261 213', 'ps-zabovresky@volny.cz', 'http://www.brno.cz/zabovresky']"
odlehčovací služby,Odlehčovací služby (5412570),Statutární město Brno,"Dominikánské náměstí 196/1, Brno-město, 602 00 Brno 2",44992785,Odbor pečovatelské služby ÚMČ Brno-Bystrc,Mgr. Vlasta Matulíková,"Vondrákova 620/7, Bystrc, 635 00 Brno 35",1.1.2007,pobytové,"osoby s jiným zdravotním postižením
osoby s kombinovaným postižením
osoby s mentálním postižením
osoby s tělesným postižením
osoby se sluchovým postižením
osoby se zrakovým postižením
senioři","dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)",počet klientů - 15,poskytuje nepřetržitě,"['546 221 351', 'dps.bystrc@volny.cz', 'http://www.bystrc.cz']"
odlehčovací služby,Odlehčovací služby (1694554),Statutární město Brno,"Dominikánské náměstí 196/1, Brno-město, 602 00 Brno 2",44992785,Odbor sociálních služeb,"Mgr. Martina Illeová, DiS.","Kabátníkova 220/8, Brno-Královo Pole, Ponava, 602 00 Brno 2",1.1.2007,pobytové,"osoby s chronickým duševním onemocněním
v kompenzovaném stavu
osoby s chronickým onemocněním
v kompenzovaném stavu
osoby s kombinovaným postižením
osoby s tělesným postižením
osoby se sluchovým postižením
osoby se zrakovým postižením
senioři
Osoby, které splňují podmínky v kolektivním zařízení a které nepotřebují bezbariérový přístup - dle individuálního posouzení.","dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)",počet klientů - 12,poskytuje nepřetržitě,"['541 428 411', '602 595 256', '541 211 757', 'krpoleps@seznam.cz', 'illeovamartina@krpole.brno.cz']"
odlehčovací služby,Odlehčovací služby (8098386),Statutární město Brno,"Dominikánské náměstí 196/1, Brno-město, 602 00 Brno 2",44992785,"Pečovatelská služba Brno-Židenice, Přechodný pobyt",Marie Holíková,"Jamborova 3253/61, Židenice, 615 00 Brno 15",1.1.2007,pobytové,senioři,"mladší senioři (65 – 80 let)
starší senioři (nad 80 let)",počet klientů - 15,poskytuje nepřetržitě,"['548 212 937', '548 212 937', 'pszidenice@centrum.cz', 'http://www.zidenice.cz']"
odlehčovací služby,Odlehčovací služby (8574369),Statutární město Brno,"Dominikánské náměstí 196/1, Brno-město, 602 00 Brno 2",44992785,Pečovatelská služba,Bc. Milena Sehnalová,"Rotalova 1282/13, Brno-sever, Husovice, 614 00 Brno 14",1.1.2007,pobytové,"osoby s chronickým duševním onemocněním
v kompenzovaném stavu
osoby s chronickým onemocněním
v kompenzovaném stavu
osoby s kombinovaným postižením
osoby s tělesným postižením
osoby se sluchovým postižením
osoby se zrakovým postižením",Osoby od 50 let.,počet klientů - 14,poskytuje nepřetržitě,"['517 071 513', 'sehnalova.milena@sever.brno.cz']"
odlehčovací služby,Odlehčovací služby (2398015),Statutární město Ostrava,"Prokešovo náměstí 1803/8, Moravská Ostrava, 729 30 Ostrava - Moravská Ostrava",845451,Dům s pečovatelskou službou,Mgr. Renáta Kunzová,"Gajdošova 2638/39b, Moravská Ostrava, 702 00 Ostrava 2",1.1.2006,pobytové,"osoby se zdravotním postižením
senioři","dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)",počet klientů - 10,poskytuje nepřetržitě,"['599 442 643', '599 442 643', '599 442 991', 'kunzova@moap.ostrava.cz', 'kunzova@moap.ostrava.cz', 'www.moap.cz']"
odlehčovací služby,Odlehčovací služby (9985153),Statutární město Ostrava,"Prokešovo náměstí 1803/8, Moravská Ostrava, 729 30 Ostrava - Moravská Ostrava",845451,Dům s pečovatelskou službou,"Mgr. Darina Kolková, DiS.","Hladnovská 757/119a, Slezská Ostrava-Muglinov, 712 00 Ostrava 12",1.11.2004,pobytové,"osoby s chronickým onemocněním
osoby se zdravotním postižením
senioři","dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)",počet klientů - 14,poskytuje nepřetržitě,"['596 245 502', '596 242 257', '599 410 016', 'dkolkova@slezska.cz', 'www.slezska.cz']"
odlehčovací služby,Odlehčovací služby (4861140),Statutární město Ostrava,"Prokešovo náměstí 1803/8, Moravská Ostrava, 729 30 Ostrava - Moravská Ostrava",845451,Zařízení denního pobytu pro seniory s nepřetržitým provozem,Dagmar Králová,"Odborářská 677/72, Ostrava-Jih, Hrabůvka, 700 30 Ostrava 30",1.1.1993,pobytové,"osoby se zdravotním postižením
senioři","mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)",počet klientů - 14,poskytuje nepřetržitě,"['596 788 900', '599 430 450', '596 788 901', '599 430 441', 'lenka.podolinska@ovajih.cz', 'www.ovajih.cz']"
odlehčovací služby,Odlehčovací služby (2663586),"Stéblo, z.s.","Lidická 282, 264 01 Sedlčany",26673622,Odlehčovací služba Stéblo,Mgr. Šárka Daňková,"Borotice 63, 262 15 Borotice",5.9.2011,pobytové,"osoby s kombinovaným postižením
osoby s mentálním postižením","děti předškolního věku (1 - 6 let)
mladší děti (7 –10 let)
starší děti (11 – 15 let)
dorost (16 – 18 let)
mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)",počet lůžek - 2,poskytuje nepřetržitě,['neuvedeny']
odlehčovací služby,Odlehčovací služby (9826791),Středisko sociálních služeb města Frýdlant nad Ostravicí,"Padlých hrdinů 312, Frýdlant, 739 11 Frýdlant nad Ostravicí",847020,Středisko sociálních služeb města Frýdlant nad Ostravicí,Ing. Jiří Hořínek,"Padlých hrdinů 312, Frýdlant, 739 11 Frýdlant nad Ostravicí",1.6.2014,pobytové,"osoby s chronickým duševním onemocněním
osoby se zdravotním postižením
senioři",od 50 let,počet klientů - 2,poskytuje nepřetržitě,"['558 441 611', '558 441 625', 'stredisko@sssfno.cz', 'www.sssfno.cz']"
odlehčovací služby,Odlehčovací služby (2012478),"Středisko sociálních služeb města Kopřivnice, příspěvková organizace","Česká 320/29c, 742 21 Kopřivnice",60798891,"Středisko sociálních služeb města Kopřivnice, p.o.","Simona Hanzelková, DiS.","Česká 320/29c, 742 21 Kopřivnice",1.12.1995,pobytové,"osoby se zdravotním postižením
senioři",Zdravotně postižené osoby starší 55 let,počet lůžek - 14,poskytuje nepřetržitě,"['556 808 622', 'socialni@sssmk.cz', 'www.sssmk.cz']"
odlehčovací služby,Odlehčovací služby (7268544),"Svaz neslyšících a nedoslýchavých osob v ČR, z.s., Krajská organizace Středočeského kraje, p.s.","Na Parkáně 111, Beroun-Město, 266 01 Beroun 1",70951608,Pobočka Beroun,Dagmar Radilová,"Na Parkáně 111, Beroun-Město, 266 01 Beroun 1",20.5.2015,terénní,"osoby s kombinovaným postižením
osoby se sluchovým postižením",bez omezení věku,počet klientů - 4,"pondělí:
9:00 - 15:00
úterý:
středa:
9:00 - 15:00
čtvrtek:
9:00 - 15:00
pátek:
sobota:
neděle:","['734 808 389', '602 269 076', '311 625 025', '721 205 288', 'radilova.d@gmail.com', 'snn.pbc@volny.cz', 'kasikova@seznam.cz']"
odlehčovací služby,Odlehčovací služby (1500060),Svazek obcí AZASS,"Palackého nám. 160, Polička-Město, 572 01 Polička",68208146,Odlehčovací služba AZASS,Mgr. Pavlína Pešková,"Nad Kašpárkem 496, Bystré, 569 92 Bystré u Poličky",20.4.2016,pobytové,"osoby se zdravotním postižením
Osoby, které mají sníženou soběstačnost z důvodu chronického onemocnění nebo zdravotního postižení, o které je jinak pečováno v jejich přirozeném sociálním prostředí.
senioři
Osoby, které mají sníženou soběstačnost z důvodu věku, o které je jinak pečováno v jejich přirozeném sociálním prostředí.","dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)",počet lůžek - 9,poskytuje nepřetržitě,"['730 171 294', 'dpsbystre@tiscali.cz', 'www.azass.cz']"
odlehčovací služby,Odlehčovací služby (1591611),"TŘI, o.p.s.","Sokolská 584, 257 22 Čerčany",18623433,"TŘI, o.p.s. Hospic Dobrého Pastýře Čerčany",Mgr. Lenka Tůmová,"Sokolská 584, 257 22 Čerčany",1.1.2009,terénní,"osoby s chronickým onemocněním
osoby se zdravotním postižením
senioři","mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)","počet klientů - 30
Uvedená kapacita je za den.","pondělí:
8:00 - 16:00
úterý:
8:00 - 16:00
středa:
8:00 - 16:00
čtvrtek:
8:00 - 16:00
pátek:
8:00 - 16:00
sobota:
neděle:","['317 777 381', '731 480 350', '317 700 903', 'tumova@hospic-cercany.cz', 'http://www.hospic-cercany.cz']"
odlehčovací služby,Odlehčovací služby (6353601),"TŘI, o.p.s.","Sokolská 584, 257 22 Čerčany",18623433,"TŘI, o.p.s. Hospic Dobrého Pastýře Čerčany",Mgr. Lenka Tůmová,"Sokolská 584, 257 22 Čerčany",25.9.2008,pobytové,"osoby s chronickým onemocněním
osoby s tělesným postižením
osoby se zdravotním postižením
senioři","mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)","počet lůžek - 30
maximální doba pobytu je v délce 90 dnů",poskytuje nepřetržitě,"['731 461 124', '317 777 381', '317 700 903', 'socialni.pracovnik@hospic-cercany.cz', 'http://www.hospic-cercany.cz']"
odlehčovací služby,Odlehčovací služby (6375207),Ústav sociální péče pro mládež DOMEČKY,"Jiráskova 1612, 516 01 Rychnov nad Kněžnou",42886210,Ústav sociální péče pro mládež Domečky,Mgr. David Lepka,"Jiráskova 1612, 516 01 Rychnov nad Kněžnou",1.1.2017,pobytové,"osoby s kombinovaným postižením
Osoby , které mají bydliště v Královéhradeckém kraji, případně s prokázanou vazbou na Královéhradecký kraj.
osoby s mentálním postižením
Osoby , které mají bydliště v Královéhradeckém kraji, případně s prokázanou vazbou na Královéhradecký kraj.",- od 3 do 65 let,počet lůžek - 4,poskytuje nepřetržitě,"['494 539 570', 'uspdomecky@tiscali.cz', 'http://www.sweb.cz/usprychnov']"
odlehčovací služby,Odlehčovací služby (9499364),Ústav sociálních služeb v Praze 4,"Podolská 208/31, Praha 4-Podolí, 147 00 Praha 47",70886199,Dům seniorů OZ Jílovská,Bc. Jana Horáčková,"Jílovská 432/11, Praha 4-Lhotka, 142 00 Praha 411",1.1.2007,pobytové,"osoby s chronickým onemocněním
osoby s jiným zdravotním postižením
osoby s kombinovaným postižením
osoby s tělesným postižením
osoby se sluchovým postižením
osoby se zdravotním postižením
osoby se zrakovým postižením
senioři","dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)",počet lůžek - 30,poskytuje nepřetržitě,"['296 320 380', 'oz@uss4.cz', 'www.uss4.cz']"
odlehčovací služby,Odlehčovací služby (8643582),"Valerie-Homecare, s. r. o.","Arnoltice 100, 407 14 Arnoltice u Děčína",6479600,"Valerie-Homecare, s. r. o.",Valerie Machová,"Škroupova 302/17, Děčín II-Nové Město, 405 02 Děčín 2",9.1.2018,terénní,"osoby s chronickým onemocněním
Terénní forma služby je poskytována na území obcí Děčín, Dobrná, Huntířov, Stará Oleška, Nová Oleška, Srbská Kamenice, Růžová, Arnoltice, Labská Stráň, Býnovec, Kámen, Ludvíkovice, Markvartice, Česká Kamenice, Jánská, Benešov nad Ploučnicí a v okolí obce Verneřice.
osoby se zdravotním postižením
Terénní forma služby je poskytována na území obcí Děčín, Dobrná, Huntířov, Stará Oleška, Nová Oleška, Srbská Kamenice, Růžová, Arnoltice, Labská Stráň, Býnovec, Kámen, Ludvíkovice, Markvartice, Česká Kamenice, Jánská, Benešov nad Ploučnicí a v okolí obce Verneřice.
senioři
Terénní forma služby je poskytována na území obcí Děčín, Dobrná, Huntířov, Stará Oleška, Nová Oleška, Srbská Kamenice, Růžová, Arnoltice, Labská Stráň, Býnovec, Kámen, Ludvíkovice, Markvartice, Česká Kamenice, Jánská, Benešov nad Ploučnicí a v okolí obce Verneřice.","mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)",počet klientů - 3,"pondělí:
7:00 - 11:00 - Jinak dle potřeb klientů.
úterý:
7:00 - 11:00 - Jinak dle potřeb klientů.
středa:
7:00 - 11:00 - Jinak dle potřeb klientů.
čtvrtek:
7:00 - 11:00 - Jinak dle potřeb klientů.
pátek:
7:00 - 11:00 - Jinak dle potřeb klientů.
sobota:
7:00 - 11:00 - Jinak dle potřeb klientů.
neděle:
7:00 - 11:00 - Jinak dle potřeb klientů.","['773 773 050', 'valerie@valerie-homecare.cz', 'www.valerie-homecare.cz']"
